COW_code,COW_name,start_year,end_year,link_type,sovereign_COW_code
57,St. Vincent and the Grenadines,1962,1969,Became colony of,200
57,St. Vincent and the Grenadines,1969,1979,Became associated state of,200
57,St. Vincent and the Grenadines,1979,2020,Sovereign,
58,Antigua & Barbuda,1816,1833,Became colony of,200
58,Antigua & Barbuda,1833,1956,Became part of,1063
58,Antigua & Barbuda,1956,1958,Became colony of,200
58,Antigua & Barbuda,1958,1962,Became part of,50
58,Antigua & Barbuda,1962,1967,Became colony of,200
58,Antigua & Barbuda,1967,1981,Became associated state of,200
58,Antigua & Barbuda,1981,2020,Sovereign,
59,Montserrat,1816,1833,Became colony of,200
59,Montserrat,1833,1956,Became part of,1063
59,Montserrat,1956,1958,Became colony of,200
59,Montserrat,1958,1962,Became part of,50
59,Montserrat,1962,2020,Became colony of,200
60,St. Kitts-Nevis,1882,1956,Became part of,1063
60,St. Kitts-Nevis,1956,1958,Became colony of,200
60,St. Kitts-Nevis,1958,1962,Became part of,50
60,St. Kitts-Nevis,1962,1967,Became colony of,200
60,St. Kitts-Nevis,1967,1983,Became associated state of,200
60,St. Kitts-Nevis,1983,2020,Sovereign,
65,Guadeloupe,1816,1816,Occupied by,200
65,Guadeloupe,1816,1947,Became colony of,220
65,Guadeloupe,1947,2020,Became part of,220
66,Martinique,1816,1947,Became colony of,220
66,Martinique,1947,2020,Became part of,220
68,Netherlands Antilles,1828,1954,Became colony of,210
68,Netherlands Antilles,1954,2010,Became dependency of,210
70,Mexico,1816,1821,Became part of,1070
70,Mexico,1821,2020,Sovereign,
70,Mexico,1847,1848,Occupied by,2
70,Mexico,1863,1867,Occupied by,220
80,Belize (British Honduras),1816,1862,Became colony of,200
80,Belize (British Honduras),1862,1884,Became part of,51
80,Belize (British Honduras),1884,1981,Became colony of,200
80,Belize (British Honduras),1981,2020,Sovereign,
89,United States of Central America,1816,1821,Became part of,1070
89,United States of Central America,1816,1821,Became colony of,230
89,United States of Central America,1822,1823,Became part of,70
89,United States of Central America,1823,1841,Sovereign (unrecognized),
90,Guatemala,1816,1821,Became part of,1070
90,Guatemala,1821,1823,Became part of,70
90,Guatemala,1823,1839,Became part of,89
90,Guatemala,1839,2020,Sovereign,
91,Honduras,1816,1821,Became part of,1070
91,Honduras,1821,1823,Became part of,70
91,Honduras,1823,1838,Became part of,89
91,Honduras,1838,2020,Sovereign,
92,El Salvador,1816,1821,Became part of,1070
92,El Salvador,1821,1823,Became part of,70
92,El Salvador,1823,1841,Became part of,89
92,El Salvador,1841,2020,Sovereign,
93,Nicaragua,1816,1821,Became part of,1070
93,Nicaragua,1821,1823,Became part of,70
93,Nicaragua,1823,1838,Became part of,89
93,Nicaragua,1912,1925,Occupied by,2
93,Nicaragua,1927,1933,Occupied by,2
93,Nicaragua,1838,2020,Sovereign,
94,Costa Rica,1816,1821,Became part of,1070
94,Costa Rica,1821,1823,Became part of,70
94,Costa Rica,1823,1838,Became part of,89
94,Costa Rica,1838,2020,Sovereign,
95,Panama,1816,1821,Became colony of,230
95,Panama,1821,1903,Became part of,100
95,Panama,1989,1990,Occupied by,2
95,Panama,1903,2020,Sovereign,
96,Panama Canal Zone,1816,1903,Became part of,100
96,Panama Canal Zone,1903,1979,Leased to,2
96,Panama Canal Zone,1979,2020,Became part of,95
100,Colombia (Gran Colombia),1816,1819,Became colony of,230
100,Colombia (Gran Colombia),1819,2020,Sovereign,
101,Venezuela,1816,1819,Became colony of,230
101,Venezuela,1819,1830,Became part of,100
101,Venezuela,1830,2020,Sovereign,
110,Guyana (Br. Guiana),1831,1966,Became colony of,200
110,Guyana (Br. Guiana),1966,2020,Sovereign,
115,Surinam,1816,1828,Became colony of,210
115,Surinam,1828,1845,Became part of,68
115,Surinam,1845,1954,Became colony of,210
115,Surinam,1954,1975,Became dependency of,210
115,Surinam,1975,2020,Sovereign,
120,French Guyana,1816,1817,Occupied by,235
120,French Guyana,1817,1947,Became colony of,220
120,French Guyana,1947,2020,Became part of,220
130,Ecuador,1816,1819,Became colony of,230
130,Ecuador,1819,1830,Became part of,100
130,Ecuador,1830,2020,Sovereign,
135,Peru,1816,1821,Became part of,1135
135,Peru,1821,1836,Sovereign (unrecognized),
135,Peru,1836,1839,Became part of,136
135,Peru,1880,1883,Occupied by,155
135,Peru,1839,2020,Sovereign,
136,Bolivia-Peru Confederation,1836,1839,Sovereign (unrecognized),
140,Brazil,1816,1822,Became colony of,235
140,Brazil,1822,2020,Sovereign,
145,Bolivia,1816,1816,Became part of,1160
145,Bolivia,1816,1825,Became colony of,230
145,Bolivia,1825,1836,Sovereign (unrecognized),
145,Bolivia,1836,1839,Became part of,136
145,Bolivia,1839,2020,Sovereign,
150,Paraguay,1816,2020,Sovereign,
150,Paraguay,1870,1876,Occupied by,140
155,Chile,1816,1817,Became part of,1135
155,Chile,1818,2020,Sovereign,
160,Argentina,1816,1816,Became part of,1160
160,Argentina,1816,2020,Sovereign,
165,Uruguay,1816,1816,Became part of,1160
165,Uruguay,1816,1828,Became part of,140
165,Uruguay,1828,2020,Sovereign,
200,United Kingdom,1816,2020,Sovereign,
205,Ireland,1816,1922,Became part of,200
205,Ireland,1922,2020,Sovereign,
210,Netherlands,1816,1940,Sovereign,
210,Netherlands,1940,1945,Occupied by,255
210,Netherlands,1945,2020,Sovereign,
211,Belgium,1816,1830,Became part of,210
211,Belgium,1830,1940,Sovereign,
211,Belgium,1914,1918,Occupied by,255
211,Belgium,1940,1945,Occupied by,255
211,Belgium,1945,2020,Sovereign,
212,Luxemburg,1816,1890,Became part of,210
212,Luxemburg,1890,1914,Sovereign (unrecognized),
212,Luxemburg,1914,1918,Occupied by,255
212,Luxemburg,1918,1940,Sovereign,
212,Luxemburg,1940,1944,Occupied by,255
212,Luxemburg,1944,2020,Sovereign,
220,France,1816,1942,Sovereign,
220,France,1816,1818,Occupied by,200
220,France,1871,1873,Occupied by,255
220,France,1914,1918,Occupied by,255
220,France,1942,1944,Occupied by,255
220,France,1944,2020,Sovereign,
221,Monaco,1816,1861,Became protectorate of,324
221,Monaco,1861,1940,Sovereign (unrecognized),
221,Monaco,1940,1943,Occupied by,325
221,Monaco,1943,1944,Occupied by,255
221,Monaco,1944,1993,Sovereign (unrecognized),
221,Monaco,1993,2020,Sovereign,
223,Liechtenstein,1816,1867,Sovereign (limited),
223,Liechtenstein,1867,1990,Sovereign (unrecognized),
223,Liechtenstein,1990,2020,Sovereign,
225,Switzerland,1816,2020,Sovereign,
230,Spain,1816,2020,Sovereign,
231,Gibraltar,1816,2020,Became colony of,200
232,Andorra,1816,1993,Sovereign (unrecognized),
232,Andorra,1993,2020,Sovereign,
235,Portugal,1816,2020,Sovereign,
239,Prussia,1816,1871,Sovereign,
239,Prussia,1871,1947,Became part of,255
239,Prussia,1945,1945,Became part of,290
239,Prussia,1947,1947,Dissolved into,260
239,Prussia,1947,1947,Dissolved into,265
240,Hanover,1816,1837,Became part of,200
240,Hanover,1837,1866,Sovereign,
240,Hanover,1866,1871,Became part of,239
241,Anhalt Dessau,1816,1863,Sovereign (limited),
241,Anhalt Dessau,1863,1867,Became part of,249
242,Anhalt Köthen,1816,1847,Sovereign (limited),
242,Anhalt Köthen,1847,1863,Became part of,241
243,Anhalt Bernburg,1816,1863,Sovereign (limited),
243,Anhalt Bernburg,1863,1867,Became part of,241
244,Brunswick,1816,1871,Sovereign (limited),
244,Brunswick,1871,1945,Became part of,255
245,Bavaria,1816,1871,Sovereign,
245,Bavaria,1871,1945,Became part of,255
245,Bavaria,1945,1949,Occupied by,2
245,Bavaria,1949,1990,Became part of,260
245,Bavaria,1990,2020,Became part of,255
246,Bremen,1816,1867,Sovereign (unrecognized),
246,Bremen,1867,1945,Became part of,255
246,Bremen,1947,1949,Occupied by,2
246,Bremen,1949,1990,Became part of,260
246,Bremen,1990,2020,Became part of,255
247,Frankfurt,1816,1867,Sovereign (unrecognized),
247,Frankfurt,1867,1871,Became part of,239
248,Hamburg,1816,1867,Sovereign (unrecognized),
248,Hamburg,1867,1945,Became part of,255
248,Hamburg,1945,1949,Occupied by,200
248,Hamburg,1949,1990,Became part of,260
248,Hamburg,1990,2020,Became part of,255
249,Saxony Anhalt (Anhalt),1863,1867,Sovereign (limited),
249,Saxony Anhalt (Anhalt),1867,1945,Became part of,255
249,Saxony Anhalt (Anhalt),1945,1947,Occupied by,365
249,Saxony Anhalt (Anhalt),1947,1952,Became part of,265
249,Saxony Anhalt (Anhalt),1952,1990,Dissolved into,265
249,Saxony Anhalt (Anhalt),1990,2020,Became part of,255
250,Hohenzollern Hechingen,1816,1849,Sovereign (limited),
250,Hohenzollern Hechingen,1849,1871,Became part of,239
251,Hohenzollern Sigmaringen,1816,1849,Sovereign (limited),
251,Hohenzollern Sigmaringen,1849,1871,Became part of,239
252,Lippe,1816,1867,Sovereign (limited),
252,Lippe,1867,1945,Became part of,255
253,Mecklenburg Strelitz,1816,1867,Sovereign (limited),
253,Mecklenburg Strelitz,1867,1934,Became part of,255
253,Mecklenburg Strelitz,1934,1934,Dissolved into,281
254,Nassau,1816,1867,Sovereign (limited),
254,Nassau,1867,1871,Became part of,239
255,Germany,1816,1867,Informal,
255,Germany,1867,1871,Sovereign (limited),
255,Germany,1871,1945,Sovereign,
255,Germany,1945,1990,Dissolved into,260
255,Germany,1945,1990,Dissolved into,265
255,Germany,1990,2020,Sovereign,
256,Saar,1816,1871,Became part of,245
256,Saar,1871,1920,Became part of,255
256,Saar,1920,1935,Mandated to,0
256,Saar,1935,1945,Became part of,255
256,Saar,1945,1947,Occupied by,220
256,Saar,1947,1957,Became protectorate of,220
256,Saar,1957,1990,Became part of,260
256,Saar,1990,2020,Became part of,255
257,Oldenburg,1816,1867,Sovereign (limited),
257,Oldenburg,1867,1945,Became part of,255
258,"Reuss, Older Line",1816,1867,Sovereign (limited),
258,"Reuss, Older Line",1867,1945,Became part of,255
259,"Reuss, Younger Line",1816,1867,Sovereign (limited),
259,"Reuss, Younger Line",1867,1945,Became part of,255
260,German Federal Republic,1945,1949,Occupied by,2
260,German Federal Republic,1949,1955,Sovereign (unrecognized),
260,German Federal Republic,1955,1990,Sovereign,
260,German Federal Republic,1990,1990,Dissolved into,255
261,Saxe Weimar,1816,1867,Sovereign (limited),
261,Saxe Weimar,1867,1918,Became part of,255
262,Saxe Altenburg,1816,1826,Became part of,263
262,Saxe Altenburg,1826,1867,Became part of,2661
263,Saxe Gotha,1816,1826,Sovereign (limited),
263,Saxe Gotha,1826,1867,Became part of,264
264,Saxe Coburg,1816,1867,Sovereign (limited),
264,Saxe Coburg,1867,1920,Became part of,255
265,German Democratic Republic,1945,1949,Occupied by,365
265,German Democratic Republic,1949,1954,Sovereign (unrecognized),
265,German Democratic Republic,1954,1990,Sovereign,
265,German Democratic Republic,1990,1990,Dissolved into,255
266,Saxe Meiningen,1816,1867,Sovereign (limited),
266,Saxe Meiningen,1867,1918,Became part of,255
267,Baden,1816,1871,Sovereign,
267,Baden,1871,1945,Became part of,255
267,Baden,1945,1952,Occupied by,2
267,Baden,1945,1952,Occupied by,220
267,Baden,1952,2020,Became part of,2606
268,Schwartzburg Sondershausen,1816,1867,Sovereign (limited),
268,Schwartzburg Sondershausen,1867,1918,Became part of,255
269,Saxony,1816,1867,Sovereign,
269,Saxony,1867,1945,Became part of,255
269,Saxony,1945,1949,Occupied by,365
269,Saxony,1949,1952,Became part of,265
269,Saxony,1952,1990,Dissolved into,265
269,Saxony,1990,2020,Became part of,255
270,Schwartzburg Rodolstadt,1816,1867,Sovereign (limited),
270,Schwartzburg Rodolstadt,1867,1918,Became part of,255
271,Wuerttemberg,1816,1871,Sovereign,
271,Wuerttemberg,1871,1945,Became part of,255
271,Wuerttemberg,1945,1952,Occupied by,2
271,Wuerttemberg,1945,1952,Occupied by,220
271,Wuerttemberg,1952,2020,Became part of,2606
272,Waldeck,1816,1867,Sovereign (limited),
272,Waldeck,1867,1921,Became part of,255
273,Hesse Electoral,1816,1866,Sovereign,
273,Hesse Electoral,1867,1945,Became part of,239
274,Schaumburg Lippe,1816,1867,Sovereign (limited),
274,Schaumburg Lippe,1867,1945,Became part of,255
275,Hesse Grand Ducal,1816,1867,Sovereign,
275,Hesse Grand Ducal,1867,1945,Became part of,239
276,Lübeck,1816,1867,Sovereign,
276,Lübeck,1867,1945,Became part of,255
280,Mecklenburg Schwerin,1816,1843,Sovereign (limited),
280,Mecklenburg Schwerin,1843,1867,Sovereign,
280,Mecklenburg Schwerin,1867,1934,Became part of,255
280,Mecklenburg Schwerin,1934,1934,Dissolved into,281
281,Mecklenburg,1934,1945,Became part of,255
281,Mecklenburg,1945,1945,Dissolved into,282
282,Mecklenburg Vorpommern,1945,1947,Occupied by,365
282,Mecklenburg Vorpommern,1947,1952,Became part of,265
282,Mecklenburg Vorpommern,1952,1990,Dissolved into,265
282,Mecklenburg Vorpommern,1990,2020,Became part of,255
290,Poland,1816,1918,Became part of,365
290,Poland,1816,1867,Became part of,305
290,Poland,1867,1918,Became part of,300
290,Poland,1816,1918,Became part of,239
290,Poland,1918,1939,Sovereign,
290,Poland,1939,1945,Occupied by,255
290,Poland,1939,1941,Occupied by,365
290,Poland,1944,1949,Occupied by,365
290,Poland,1945,2020,Sovereign,
291,Danzig,1816,1920,Became part of,239
291,Danzig,1920,1939,Mandated to,0
291,Danzig,1939,1945,Became part of,255
291,Danzig,1945,2020,Became part of,290
300,Austria-Hungary,1867,1918,Sovereign,
305,Austria,1816,1867,Sovereign,
305,Austria,1867,1918,Became part of,300
305,Austria,1919,1938,Sovereign,
305,Austria,1938,1945,Became part of,255
305,Austria,1945,1955,Occupied by,365
305,Austria,1955,2020,Sovereign,
310,Hungary,1816,1867,Became part of,305
310,Hungary,1867,1918,Became part of,300
310,Hungary,1918,2020,Sovereign,
310,Hungary,1944,1945,Occupied by,255
310,Hungary,1945,1949,Occupied by,365
310,Hungary,1956,1957,Occupied by,365
315,Czechoslovakia,1918,1939,Sovereign,
315,Czechoslovakia,1939,1945,Occupied by,255
315,Czechoslovakia,1945,1945,Occupied by,365
315,Czechoslovakia,1945,1992,Sovereign,
315,Czechoslovakia,1968,1969,Occupied by,365
315,Czechoslovakia,1992,1992,Dissolved into,316
315,Czechoslovakia,1992,1992,Dissolved into,317
316,Czech Republic,1816,1867,Became part of,305
316,Czech Republic,1867,1918,Became part of,300
316,Czech Republic,1918,1992,Became part of,315
316,Czech Republic,1993,2020,Sovereign,
317,Slovakia,1816,1867,Became part of,305
317,Slovakia,1867,1918,Became part of,300
317,Slovakia,1918,1992,Became part of,315
317,Slovakia,1993,2020,Sovereign,
324,Kingdom of Sardinia,1816,1861,Sovereign,
324,Kingdom of Sardinia,1861,1861,Dissolved into,325
325,Italy,1816,1861,Informal,
325,Italy,1861,2020,Sovereign,
325,Italy,1943,1946,Occupied by,2
325,Italy,1943,1945,Occupied by,255
326,Trieste,1816,1867,Became part of,305
326,Trieste,1867,1918,Became part of,300
326,Trieste,1918,1943,Became part of,325
326,Trieste,1943,1947,Occupied by,2
326,Trieste,1947,1954,Mandated to,1
326,Trieste,1954,2020,Became part of,325
327,Papal States,1816,1861,Sovereign,
327,Papal States,1861,1870,Became part of,325
328,Vatican City,1816,1870,Became part of,327
328,Vatican City,1870,1929,Became part of,325
328,Vatican City,1929,2020,Sovereign (unrecognized),
329,Two Sicilies,1816,1860,Sovereign,
329,Two Sicilies,1860,1861,Became part of,324
329,Two Sicilies,1861,1861,Dissolved into,325
331,San Marino,1816,1992,Sovereign (unrecognized),
331,San Marino,1992,2020,Sovereign,
332,Modena,1816,1842,Became part of,305
332,Modena,1842,1859,Sovereign,
332,Modena,1859,1861,Became part of,324
332,Modena,1861,1861,Dissolved into,325
335,Parma,1816,1851,Sovereign (unrecognized),
335,Parma,1851,1859,Sovereign,
335,Parma,1859,1861,Became part of,324
335,Parma,1861,1861,Dissolved into,325
336,Lucca,1816,1847,Became part of,335
336,Lucca,1847,1847,Became part of,337
337,Tuscany,1816,1859,Sovereign,
337,Tuscany,1859,1861,Became part of,324
337,Tuscany,1861,1861,Dissolved into,325
338,Malta,1816,1964,Became colony of,200
338,Malta,1964,2020,Sovereign,
339,Albania,1816,1912,Became part of,640
339,Albania,1912,1939,Sovereign,
339,Albania,1914,1919,Occupied by,325
339,Albania,1914,1918,Occupied by,300
339,Albania,1939,1943,Occupied by,325
339,Albania,1939,1944,Occupied by,255
339,Albania,1944,2020,Sovereign,
341,Montenegro,1816,1878,Became colony of,640
341,Montenegro,1878,1915,Sovereign (unrecognized),
341,Montenegro,1915,1918,Occupied by,300
341,Montenegro,1918,2006,Became part of,345
341,Montenegro,2006,2020,Sovereign,
343,"Macedonia, Former Yugoslav Republic of",1816,1912,Became part of,640
343,"Macedonia, Former Yugoslav Republic of",1912,1993,Became part of,345
343,"Macedonia, Former Yugoslav Republic of",1993,2020,Sovereign,
344,Croatia,1816,1918,Became part of,640
344,Croatia,1918,1941,Became part of,345
344,Croatia,1941,1945,Occupied by,325
344,Croatia,1945,1992,Became part of,345
344,Croatia,1992,2020,Sovereign,
345,Yugoslavia/Serbia,1816,1878,Became part of,640
345,Yugoslavia/Serbia,1878,1941,Sovereign,
345,Yugoslavia/Serbia,1914,1918,Occupied by,300
345,Yugoslavia/Serbia,1941,1944,Occupied by,255
345,Yugoslavia/Serbia,1944,2020,Sovereign,
346,Bosnia-Herzegovina,1816,1878,Became part of,640
346,Bosnia-Herzegovina,1878,1908,Occupied by,300
346,Bosnia-Herzegovina,1908,1918,Became part of,300
346,Bosnia-Herzegovina,1918,1941,Became part of,345
346,Bosnia-Herzegovina,1941,1945,Became part of,344
346,Bosnia-Herzegovina,1945,1992,Became part of,345
346,Bosnia-Herzegovina,1992,2020,Sovereign,
347,Kosovo,1816,1912,Became part of,640
347,Kosovo,1912,1999,Became part of,345
347,Kosovo,1999,2008,Mandated to,1
347,Kosovo,2008,2020,Sovereign (unrecognized),
349,Slovenia,1816,1918,Became part of,305
349,Slovenia,1918,1991,Became part of,345
349,Slovenia,1992,2020,Sovereign,
350,Greece,1816,1830,Became part of,640
350,Greece,1830,1941,Sovereign,
350,Greece,1941,1943,Occupied by,325
350,Greece,1941,1944,Occupied by,255
350,Greece,1944,2020,Sovereign,
351,Crete,1816,1913,Became part of,640
351,Crete,1898,1913,Occupied by,200
351,Crete,1913,2020,Became part of,350
352,Cyprus,1816,1878,Became part of,640
352,Cyprus,1878,1914,Occupied by,200
352,Cyprus,1914,1960,Became colony of,200
352,Cyprus,1960,2020,Sovereign,
355,Bulgaria,1816,1908,Became part of,640
355,Bulgaria,1878,1878,Occupied by,365
355,Bulgaria,1918,1919,Occupied by,200
355,Bulgaria,1944,1947,Occupied by,365
355,Bulgaria,1908,2020,Sovereign,
359,Moldova (Bessarabia) (Moldavian Republic),1816,1917,Became part of,365
359,Moldova (Bessarabia) (Moldavian Republic),1918,1940,Became part of,360
359,Moldova (Bessarabia) (Moldavian Republic),1940,1991,Became part of,365
359,Moldova (Bessarabia) (Moldavian Republic),1991,2020,Sovereign,
360,Romania,1816,1859,Became part of,3361
360,Romania,1816,1859,Became part of,3362
360,Romania,1859,1878,Became part of,640
360,Romania,1878,2020,Sovereign,
360,Romania,1916,1918,Occupied by,255
360,Romania,1944,1949,Occupied by,365
365,Russia/USSR,1816,2020,Sovereign,
365,Russia/USSR,1915,1918,Occupied by,255
365,Russia/USSR,1941,1943,Occupied by,255
366,Estonia,1816,1918,Became part of,365
366,Estonia,1918,1940,Sovereign,
366,Estonia,1939,1940,Occupied by,365
366,Estonia,1940,1991,Became part of,365
366,Estonia,1941,1943,Occupied by,255
366,Estonia,1991,2020,Sovereign,
367,Latvia,1816,1918,Became part of,365
367,Latvia,1918,1940,Sovereign,
367,Latvia,1939,1940,Occupied by,365
367,Latvia,1940,1991,Became part of,365
367,Latvia,1941,1943,Occupied by,255
367,Latvia,1991,2020,Sovereign,
368,Lithuania,1816,1918,Became part of,365
368,Lithuania,1918,1940,Sovereign,
368,Lithuania,1939,1940,Occupied by,365
368,Lithuania,1940,1991,Became part of,365
368,Lithuania,1941,1943,Occupied by,255
368,Lithuania,1991,2020,Sovereign,
369,Ukraine,1816,1918,Became part of,365
369,Ukraine,1918,1920,Sovereign (unrecognized),
369,Ukraine,1920,1941,Became part of,365
369,Ukraine,1941,1943,Occupied by,255
369,Ukraine,1943,1991,Became part of,365
369,Ukraine,1991,2020,Sovereign,
370,Byelorussia (Belarus),1816,1917,Became part of,365
370,Byelorussia (Belarus),1918,1941,Became part of,365
370,Byelorussia (Belarus),1941,1943,Occupied by,255
370,Byelorussia (Belarus),1943,1991,Became part of,365
370,Byelorussia (Belarus),1991,2020,Sovereign,
371,Armenia,1816,1918,Became part of,365
371,Armenia,1918,1920,Sovereign (unrecognized),
371,Armenia,1920,1991,Became part of,365
371,Armenia,1991,2020,Sovereign,
372,Georgia,1816,1918,Became part of,365
372,Georgia,1918,1920,Sovereign (unrecognized),
372,Georgia,1920,1991,Became part of,365
372,Georgia,1991,2020,Sovereign,
373,Azerbaijan,1816,1918,Became part of,365
373,Azerbaijan,1918,1920,Sovereign (unrecognized),
373,Azerbaijan,1920,1991,Became part of,365
373,Azerbaijan,1991,2020,Sovereign,
374,Transcaucasia,1816,1917,Became part of,365
374,Transcaucasia,1918,1920,Became part of,371
375,Finland,1816,1917,Became part of,365
375,Finland,1917,2020,Sovereign,
376,Chechen-Ingush Republic,1934,1991,Became part of,365
376,Chechen-Ingush Republic,1991,1991,Dissolved into,3761
376,Chechen-Ingush Republic,1991,1991,Dissolved into,3762
380,Sweden,1816,2020,Sovereign,
385,Norway,1816,1905,Became part of,380
385,Norway,1905,1940,Sovereign,
385,Norway,1940,1945,Occupied by,255
385,Norway,1945,2020,Sovereign,
390,Denmark,1816,1940,Sovereign,
390,Denmark,1940,1945,Occupied by,255
390,Denmark,1945,2020,Sovereign,
395,Iceland,1816,1918,Became colony of,390
395,Iceland,1918,1944,Sovereign (unrecognized),
395,Iceland,1940,1941,Occupied by,200
395,Iceland,1941,1944,Occupied by,2
395,Iceland,1944,2020,Sovereign,
400,Azores (Western Isles),1816,1831,Became colony of,235
400,Azores (Western Isles),1831,1976,Became part of,235
400,Azores (Western Isles),1976,2020,Became dependency of,235
401,Madeira Isles,1816,1834,Became colony of,235
401,Madeira Isles,1834,1976,Became part of,235
401,Madeira Isles,1976,2020,Became dependency of,235
402,Cape Verde,1816,1975,Became colony of,235
402,Cape Verde,1975,2020,Sovereign,
403,Sao Tome-Principe,1816,1975,Became colony of,235
403,Sao Tome-Principe,1975,2020,Sovereign,
404,Guinea-Bissau (Portuguese Guinea),1816,1852,Became part of,4041
404,Guinea-Bissau (Portuguese Guinea),1816,1879,Became part of,402
404,Guinea-Bissau (Portuguese Guinea),1879,1974,Became colony of,235
404,Guinea-Bissau (Portuguese Guinea),1974,2020,Sovereign,
410,Canary Is.,1816,1821,Became colony of,230
410,Canary Is.,1821,2020,Became part of,230
411,Equatorial Guinea (Spanish Guinea),1816,1960,Became colony of,230
411,Equatorial Guinea (Spanish Guinea),1960,1968,Became part of,412
411,Equatorial Guinea (Spanish Guinea),1968,2020,Sovereign,
412,Rio Muni,1816,1960,Became part of,411
412,Rio Muni,1960,1968,Became colony of,230
412,Rio Muni,1968,2020,Became part of,411
413,Fernando Po (Bioko),1816,1829,Became colony of,230
413,Fernando Po (Bioko),1829,1843,Leased to,200
413,Fernando Po (Bioko),1843,1960,Became part of,411
413,Fernando Po (Bioko),1960,1968,Became colony of,230
413,Fernando Po (Bioko),1968,2020,Became part of,411
420,Gambia,1816,1821,Became colony of,200
420,Gambia,1821,1843,Became part of,451
420,Gambia,1843,1866,Became colony of,200
